type,normal,mc_without_assertion,mc_with_assertion,test_case,tx_id
TRANSFER,285330,298819,364676,"[Valid Match, Stress Multi Makers][NoFee, NoMargin] One Leg 100 Makers (Simple Buy and Close)",14
CREATE_ACCOUNT,255974,282950,333731,"[Valid Match, Stress Multi Makers][NoFee, NoMargin] One Leg 100 Makers (Simple Buy and Close)",15
CREATE_SUB_ACCOUNT,268668,284537,348014,"[Valid Match, Stress Multi Makers][NoFee, NoMargin] One Leg 100 Makers (Simple Buy and Close)",16
DEPOSIT,263906,282157,342460,"[Valid Match, Stress Multi Makers][NoFee, NoMargin] One Leg 100 Makers (Simple Buy and Close)",17
TRANSFER,285330,298819,364676,"[Valid Match, Stress Multi Makers][NoFee, NoMargin] One Leg 100 Makers (Simple Buy and Close)",18
CREATE_ACCOUNT,255974,282950,333731,"[Valid Match, Stress Multi Makers][NoFee, NoMargin] One Leg 100 Makers (Simple Buy and Close)",19
CREATE_SUB_ACCOUNT,268668,284537,348014,"[Valid Match, Stress Multi Makers][NoFee, NoMargin] One Leg 100 Makers (Simple Buy and Close)",20
DEPOSIT,263906,282157,342460,"[Valid Match, Stress Multi Makers][NoFee, NoMargin] One Leg 100 Makers (Simple Buy and Close)",21
TRANSFER,285330,298819,364676,"[Valid Match, Stress Multi Makers][NoFee, NoMargin] One Leg 100 Makers (Simple Buy and Close)",22
TRADE,19255168,19782968,20388684,"[Valid Match, Stress Multi Makers][NoFee, NoMargin] One Leg 100 Makers (Simple Buy and Close)",23
INITIALIZE_CONFIG,556694,578116,655083,"[Fee] Fee below minimum, perp (maker)",1
SCHEDULE_CONFIG,292471,305961,371024,"[Fee] Fee below minimum, perp (maker)",2
SET_SIMPLE_CROSS_MAINTENANCE_MARGIN_TIERS,399589,414664,480521,"[Fee] Fee below minimum, perp (maker)",3
SET_SIMPLE_CROSS_MAINTENANCE_MARGIN_TIERS,399589,414664,480521,"[Fee] Fee below minimum, perp (maker)",4
SET_CONFIG,536063,553520,614615,"[Fee] Fee below minimum, perp (maker)",5
MARK_PRICE_TICK,319449,334525,405937,"[Fee] Fee below minimum, perp (maker)",6
CREATE_ACCOUNT,255974,282950,333731,"[Fee] Fee below minimum, perp (maker)",7
CREATE_SUB_ACCOUNT,268668,284537,348014,"[Fee] Fee below minimum, perp (maker)",8
DEPOSIT,263906,282157,342460,"[Fee] Fee below minimum, perp (maker)",9
TRANSFER,285330,298819,364676,"[Fee] Fee below minimum, perp (maker)",10
CREATE_ACCOUNT,255974,282950,333731,"[Fee] Fee below minimum, perp (maker)",11
CREATE_SUB_ACCOUNT,268668,284537,348014,"[Fee] Fee below minimum, perp (maker)",12
DEPOSIT,263906,282157,342460,"[Fee] Fee below minimum, perp (maker)",13
TRANSFER,285330,298819,364676,"[Fee] Fee below minimum, perp (maker)",14
CREATE_ACCOUNT,255974,282950,333731,"[Fee] Fee below minimum, perp (maker)",15
CREATE_SUB_ACCOUNT,268668,284537,348014,"[Fee] Fee below minimum, perp (maker)",16
DEPOSIT,263906,282157,342460,"[Fee] Fee below minimum, perp (maker)",17
TRANSFER,285330,298819,364676,"[Fee] Fee below minimum, perp (maker)",18
CREATE_ACCOUNT,255974,282950,333731,"[Fee] Fee below minimum, perp (maker)",19
CREATE_SUB_ACCOUNT,268668,284537,348014,"[Fee] Fee below minimum, perp (maker)",20
DEPOSIT,263906,282157,342460,"[Fee] Fee below minimum, perp (maker)",21
TRANSFER,285330,298819,364676,"[Fee] Fee below minimum, perp (maker)",22
SCHEDULE_CONFIG,298819,312308,377372,"[Fee] Fee below minimum, perp (maker)",23
SET_CONFIG,542411,559868,620962,"[Fee] Fee below minimum, perp (maker)",24
INITIALIZE_CONFIG,556694,578116,655083,"[Fee] Fee below minimum, perp (taker)",1
SCHEDULE_CONFIG,292471,305961,371024,"[Fee] Fee below minimum, perp (taker)",2
SET_SIMPLE_CROSS_MAINTENANCE_MARGIN_TIERS,399589,414664,480521,"[Fee] Fee below minimum, perp (taker)",3
SET_SIMPLE_CROSS_MAINTENANCE_MARGIN_TIERS,399589,414664,480521,"[Fee] Fee below minimum, perp (taker)",4
SET_CONFIG,536063,553520,614615,"[Fee] Fee below minimum, perp (taker)",5
MARK_PRICE_TICK,319449,334525,405937,"[Fee] Fee below minimum, perp (taker)",6
CREATE_ACCOUNT,255974,282950,333731,"[Fee] Fee below minimum, perp (taker)",7
CREATE_SUB_ACCOUNT,268668,284537,348014,"[Fee] Fee below minimum, perp (taker)",8
DEPOSIT,263906,282157,342460,"[Fee] Fee below minimum, perp (taker)",9
TRANSFER,285330,298819,364676,"[Fee] Fee below minimum, perp (taker)",10
CREATE_ACCOUNT,255974,282950,333731,"[Fee] Fee below minimum, perp (taker)",11
CREATE_SUB_ACCOUNT,268668,284537,348014,"[Fee] Fee below minimum, perp (taker)",12
DEPOSIT,263906,282157,342460,"[Fee] Fee below minimum, perp (taker)",13
TRANSFER,285330,298819,364676,"[Fee] Fee below minimum, perp (taker)",14
CREATE_ACCOUNT,255974,282950,333731,"[Fee] Fee below minimum, perp (taker)",15
CREATE_SUB_ACCOUNT,268668,284537,348014,"[Fee] Fee below minimum, perp (taker)",16
DEPOSIT,263906,282157,342460,"[Fee] Fee below minimum, perp (taker)",17
TRANSFER,285330,298819,364676,"[Fee] Fee below minimum, perp (taker)",18
CREATE_ACCOUNT,255974,282950,333731,"[Fee] Fee below minimum, perp (taker)",19
CREATE_SUB_ACCOUNT,268668,284537,348014,"[Fee] Fee below minimum, perp (taker)",20
DEPOSIT,263906,282157,342460,"[Fee] Fee below minimum, perp (taker)",21
TRANSFER,285330,298819,364676,"[Fee] Fee below minimum, perp (taker)",22
SCHEDULE_CONFIG,298819,312308,377372,"[Fee] Fee below minimum, perp (taker)",23
SET_CONFIG,542411,559868,620962,"[Fee] Fee below minimum, perp (taker)",24
INITIALIZE_CONFIG,556694,578116,655083,"Multisig = 1, Add Transfer Account Successful",1
CREATE_ACCOUNT,255974,282950,333731,"Multisig = 1, Add Transfer Account Successful",2
ADD_TRANSFER_ACCOUNT,249626,284537,327383,"Multisig = 1, Add Transfer Account Successful",3
INITIALIZE_CONFIG,556694,578116,655083,"Multisig = 2, Add Transfer Account Successful",1
CREATE_ACCOUNT,255974,282950,333731,"Multisig = 2, Add Transfer Account Successful",2
ADD_ACCOUNT_SIGNER,255974,284537,334525,"Multisig = 2, Add Transfer Account Successful",3
SET_ACCOUNT_MULTI_SIG_THRESHOLD,275016,288504,352774,"Multisig = 2, Add Transfer Account Successful",4
ADD_TRANSFER_ACCOUNT,275016,288504,353569,"Multisig = 2, Add Transfer Account Successful",5
INITIALIZE_CONFIG,556694,578116,655083,"Multisig = 2, Add Transfer Account Failed (not enough signers)",1
CREATE_ACCOUNT,255974,282950,333731,"Multisig = 2, Add Transfer Account Failed (not enough signers)",2
ADD_ACCOUNT_SIGNER,255974,284537,334525,"Multisig = 2, Add Transfer Account Failed (not enough signers)",3
SET_ACCOUNT_MULTI_SIG_THRESHOLD,275016,288504,352774,"Multisig = 2, Add Transfer Account Failed (not enough signers)",4
INITIALIZE_CONFIG,556694,578116,655083,"addRecoveryAddress[success] add recovery address to account signer",1
CREATE_ACCOUNT,255974,282950,333731,"addRecoveryAddress[success] add recovery address to account signer",2
ADD_RECOVERY_ADDRESS,254386,283744,332938,"addRecoveryAddress[success] add recovery address to account signer",3
INITIALIZE_CONFIG,556694,578116,655083,"addRecoveryAddress[success] add recovery address to sub-account signer",1
CREATE_ACCOUNT,255974,282950,333731,"addRecoveryAddress[success] add recovery address to sub-account signer",2
CREATE_SUB_ACCOUNT,268668,284537,348014,"addRecoveryAddress[success] add recovery address to sub-account signer",3
ADD_SUB_ACCOUNT_SIGNER,248833,283744,327383,"addRecoveryAddress[success] add recovery address to sub-account signer",4
ADD_RECOVERY_ADDRESS,256767,283744,336112,"addRecoveryAddress[success] add recovery address to sub-account signer",5
INITIALIZE_CONFIG,556694,578116,655083,"addRecoveryAddress[success] add recovery address to signer in both account and sub-account",1
CREATE_ACCOUNT,255974,282950,333731,"addRecoveryAddress[success] add recovery address to signer in both account and sub-account",2
CREATE_SUB_ACCOUNT,268668,284537,348014,"addRecoveryAddress[success] add recovery address to signer in both account and sub-account",3
ADD_SUB_ACCOUNT_SIGNER,248833,283744,327383,"addRecoveryAddress[success] add recovery address to signer in both account and sub-account",4
ADD_RECOVERY_ADDRESS,254386,283744,332938,"addRecoveryAddress[success] add recovery address to signer in both account and sub-account",5
INITIALIZE_CONFIG,556694,578116,655083,"addRecoveryAddress[success] add 2 different recovery addresses",1
CREATE_ACCOUNT,255974,282950,333731,"addRecoveryAddress[success] add 2 different recovery addresses",2
ADD_RECOVERY_ADDRESS,254386,283744,332938,"addRecoveryAddress[success] add 2 different recovery addresses",3
ADD_RECOVERY_ADDRESS,254386,283744,333731,"addRecoveryAddress[success] add 2 different recovery addresses",4
INITIALIZE_CONFIG,556694,578116,655083,"addRecoveryAddress[success] add the same recovery address to 2 different signers",1
CREATE_ACCOUNT,255974,282950,333731,"addRecoveryAddress[success] add the same recovery address to 2 different signers",2
CREATE_SUB_ACCOUNT,268668,284537,348014,"addRecoveryAddress[success] add the same recovery address to 2 different signers",3
ADD_SUB_ACCOUNT_SIGNER,248833,283744,327383,"addRecoveryAddress[success] add the same recovery address to 2 different signers",4
ADD_RECOVERY_ADDRESS,256767,283744,336112,"addRecoveryAddress[success] add the same recovery address to 2 different signers",5
ADD_RECOVERY_ADDRESS,254386,283744,332938,"addRecoveryAddress[success] add the same recovery address to 2 different signers",6
INITIALIZE_CONFIG,556694,578116,655083,"recoverAddress[error] add a signer to its own recovery addresses",1
CREATE_ACCOUNT,255974,282950,333731,"recoverAddress[error] add a signer to its own recovery addresses",2
INITIALIZE_CONFIG,556694,578116,655083,"addRecoveryAddress[error] add recovery address to non-existent account signer",1
INITIALIZE_CONFIG,556694,578116,655083,"addRecoveryAddress[error] add existing recovery address",1
CREATE_ACCOUNT,255974,282950,333731,"addRecoveryAddress[error] add existing recovery address",2
ADD_RECOVERY_ADDRESS,254386,283744,332938,"addRecoveryAddress[error] add existing recovery address",3
INITIALIZE_CONFIG,556694,578116,655083,"addRecoveryAddress[error] add recovery address to non-signer",1
CREATE_ACCOUNT,255974,282950,333731,"addRecoveryAddress[error] add recovery address to non-signer",2
INITIALIZE_CONFIG,556694,578116,655083,"removeRecoveryAddress[success] remove recovery address from account signer",1
CREATE_ACCOUNT,255974,282950,333731,"removeRecoveryAddress[success] remove recovery address from account signer",2
ADD_RECOVERY_ADDRESS,254386,283744,332938,"removeRecoveryAddress[success] remove recovery address from account signer",3
REMOVE_RECOVERY_ADDRESS,260733,283744,339286,"removeRecoveryAddress[success] remove recovery address from account signer",4
INITIALIZE_CONFIG,556694,578116,655083,"addRecoveryAddress[success] remove recovery address from sub-account signer",1
CREATE_ACCOUNT,255974,282950,333731,"addRecoveryAddress[success] remove recovery address from sub-account signer",2
CREATE_SUB_ACCOUNT,268668,284537,348014,"addRecoveryAddress[success] remove recovery address from sub-account signer",3
ADD_SUB_ACCOUNT_SIGNER,248833,283744,327383,"addRecoveryAddress[success] remove recovery address from sub-account signer",4
ADD_RECOVERY_ADDRESS,256767,283744,336112,"addRecoveryAddress[success] remove recovery address from sub-account signer",5
REMOVE_RECOVERY_ADDRESS,263906,283744,342460,"addRecoveryAddress[success] remove recovery address from sub-account signer",6
INITIALIZE_CONFIG,556694,578116,655083,"addRecoveryAddress[success] remove recovery address from signer in both account and sub-account",1
CREATE_ACCOUNT,255974,282950,333731,"addRecoveryAddress[success] remove recovery address from signer in both account and sub-account",2
CREATE_SUB_ACCOUNT,268668,284537,348014,"addRecoveryAddress[success] remove recovery address from signer in both account and sub-account",3
ADD_SUB_ACCOUNT_SIGNER,248833,283744,327383,"addRecoveryAddress[success] remove recovery address from signer in both account and sub-account",4
ADD_RECOVERY_ADDRESS,254386,283744,332938,"addRecoveryAddress[success] remove recovery address from signer in both account and sub-account",5
REMOVE_RECOVERY_ADDRESS,260733,283744,339286,"addRecoveryAddress[success] remove recovery address from signer in both account and sub-account",6
INITIALIZE_CONFIG,556694,578116,655083,"removeRecoveryAddress[error] remove recovery address from non-existent account",1
INITIALIZE_CONFIG,556694,578116,655083,"removeRecoveryAddress[error] remove non-existent recovery address",1
CREATE_ACCOUNT,255974,282950,333731,"removeRecoveryAddress[error] remove non-existent recovery address",2
INITIALIZE_CONFIG,556694,578116,655083,"addRecoveryAddress[error] remove existing recovery address from non-signer",1
CREATE_ACCOUNT,255974,282950,333731,"addRecoveryAddress[error] remove existing recovery address from non-signer",2
CREATE_SUB_ACCOUNT,268668,284537,348014,"addRecoveryAddress[error] remove existing recovery address from non-signer",3
ADD_SUB_ACCOUNT_SIGNER,248833,283744,327383,"addRecoveryAddress[error] remove existing recovery address from non-signer",4
ADD_RECOVERY_ADDRESS,256767,283744,336112,"addRecoveryAddress[error] remove existing recovery address from non-signer",5
REMOVE_SUB_ACCOUNT_SIGNER,248833,283744,327383,"addRecoveryAddress[error] remove existing recovery address from non-signer",6
INITIALIZE_CONFIG,556694,578116,655083,"recoverAddress[success] recover wallet(signed by recovery address)",1
CREATE_ACCOUNT,255974,282950,333731,"recoverAddress[success] recover wallet(signed by recovery address)",2
ADD_RECOVERY_ADDRESS,254386,283744,332938,"recoverAddress[success] recover wallet(signed by recovery address)",3
RECOVER_ADDRESS,289297,302787,370231,"recoverAddress[success] recover wallet(signed by recovery address)",4
INITIALIZE_CONFIG,556694,578116,655083,"recoverAddress[success] recover wallet(signed by old signer)",1
CREATE_ACCOUNT,255974,282950,333731,"recoverAddress[success] recover wallet(signed by old signer)",2
ADD_RECOVERY_ADDRESS,254386,283744,332938,"recoverAddress[success] recover wallet(signed by old signer)",3
RECOVER_ADDRESS,287711,300407,367851,"recoverAddress[success] recover wallet(signed by old signer)",4
INITIALIZE_CONFIG,556694,578116,655083,"addRecoveryAddress[success] new signer inherits recovery address from old signer on recovery",1
CREATE_ACCOUNT,255974,282950,333731,"addRecoveryAddress[success] new signer inherits recovery address from old signer on recovery",2
ADD_RECOVERY_ADDRESS,254386,283744,332938,"addRecoveryAddress[success] new signer inherits recovery address from old signer on recovery",3
ADD_RECOVERY_ADDRESS,254386,283744,333731,"addRecoveryAddress[success] new signer inherits recovery address from old signer on recovery",4
RECOVER_ADDRESS,298026,311514,378959,"addRecoveryAddress[success] new signer inherits recovery address from old signer on recovery",5
INITIALIZE_CONFIG,556694,578116,655083,"recoverAddress[error] recover address to account signer",1
CREATE_ACCOUNT,255974,282950,333731,"recoverAddress[error] recover address to account signer",2
ADD_ACCOUNT_SIGNER,255974,284537,334525,"recoverAddress[error] recover address to account signer",3
ADD_RECOVERY_ADDRESS,254386,283744,332938,"recoverAddress[error] recover address to account signer",4
INITIALIZE_CONFIG,556694,578116,655083,"recoverAddress[error] recover address to sub-account signer",1
CREATE_ACCOUNT,255974,282950,333731,"recoverAddress[error] recover address to sub-account signer",2
CREATE_SUB_ACCOUNT,268668,284537,348014,"recoverAddress[error] recover address to sub-account signer",3
ADD_SUB_ACCOUNT_SIGNER,248833,283744,327383,"recoverAddress[error] recover address to sub-account signer",4
ADD_RECOVERY_ADDRESS,254386,283744,332938,"recoverAddress[error] recover address to sub-account signer",5
INITIALIZE_CONFIG,556694,578116,655083,"recoverAddress[error] recover wallet(valid signature by invalid signer)",1
CREATE_ACCOUNT,255974,282950,333731,"recoverAddress[error] recover wallet(valid signature by invalid signer)",2
ADD_RECOVERY_ADDRESS,254386,283744,332938,"recoverAddress[error] recover wallet(valid signature by invalid signer)",3
INITIALIZE_CONFIG,556694,578116,655083,"addRecoveryAddress[success] add recovery address to account signer",1
CREATE_ACCOUNT,255974,282950,333731,"addRecoveryAddress[success] add recovery address to account signer",2
ADD_RECOVERY_ADDRESS,254386,283744,332938,"addRecoveryAddress[success] add recovery address to account signer",3
INITIALIZE_CONFIG,556694,578116,655083,"addRecoveryAddress[success] add recovery address to sub-account signer",1
CREATE_ACCOUNT,255974,282950,333731,"addRecoveryAddress[success] add recovery address to sub-account signer",2
CREATE_SUB_ACCOUNT,268668,284537,348014,"addRecoveryAddress[success] add recovery address to sub-account signer",3
ADD_SUB_ACCOUNT_SIGNER,248833,283744,327383,"addRecoveryAddress[success] add recovery address to sub-account signer",4
ADD_RECOVERY_ADDRESS,256767,283744,336112,"addRecoveryAddress[success] add recovery address to sub-account signer",5
INITIALIZE_CONFIG,556694,578116,655083,"addRecoveryAddress[success] add recovery address to signer in both account and sub-account",1
CREATE_ACCOUNT,255974,282950,333731,"addRecoveryAddress[success] add recovery address to signer in both account and sub-account",2
CREATE_SUB_ACCOUNT,268668,284537,348014,"addRecoveryAddress[success] add recovery address to signer in both account and sub-account",3
ADD_SUB_ACCOUNT_SIGNER,248833,283744,327383,"addRecoveryAddress[success] add recovery address to signer in both account and sub-account",4
ADD_RECOVERY_ADDRESS,254386,283744,332938,"addRecoveryAddress[success] add recovery address to signer in both account and sub-account",5
INITIALIZE_CONFIG,556694,578116,655083,"addRecoveryAddress[success] add 2 different recovery addresses",1
CREATE_ACCOUNT,255974,282950,333731,"addRecoveryAddress[success] add 2 different recovery addresses",2
ADD_RECOVERY_ADDRESS,254386,283744,332938,"addRecoveryAddress[success] add 2 different recovery addresses",3
ADD_RECOVERY_ADDRESS,254386,283744,333731,"addRecoveryAddress[success] add 2 different recovery addresses",4
INITIALIZE_CONFIG,556694,578116,655083,"addRecoveryAddress[success] add the same recovery address to 2 different signers",1
CREATE_ACCOUNT,255974,282950,333731,"addRecoveryAddress[success] add the same recovery address to 2 different signers",2
CREATE_SUB_ACCOUNT,268668,284537,348014,"addRecoveryAddress[success] add the same recovery address to 2 different signers",3
ADD_SUB_ACCOUNT_SIGNER,248833,283744,327383,"addRecoveryAddress[success] add the same recovery address to 2 different signers",4
ADD_RECOVERY_ADDRESS,256767,283744,336112,"addRecoveryAddress[success] add the same recovery address to 2 different signers",5
ADD_RECOVERY_ADDRESS,254386,283744,332938,"addRecoveryAddress[success] add the same recovery address to 2 different signers",6
INITIALIZE_CONFIG,556694,578116,655083,"recoverAddress[error] add a signer to its own recovery addresses",1
CREATE_ACCOUNT,255974,282950,333731,"recoverAddress[error] add a signer to its own recovery addresses",2
INITIALIZE_CONFIG,556694,578116,655083,"addRecoveryAddress[error] add recovery address to non-existent account signer",1
INITIALIZE_CONFIG,556694,578116,655083,"addRecoveryAddress[error] add existing recovery address",1
CREATE_ACCOUNT,255974,282950,333731,"addRecoveryAddress[error] add existing recovery address",2
ADD_RECOVERY_ADDRESS,254386,283744,332938,"addRecoveryAddress[error] add existing recovery address",3
INITIALIZE_CONFIG,556694,578116,655083,"addRecoveryAddress[error] add recovery address to non-signer",1
CREATE_ACCOUNT,255974,282950,333731,"addRecoveryAddress[error] add recovery address to non-signer",2
INITIALIZE_CONFIG,556694,578116,655083,"removeRecoveryAddress[success] remove recovery address from account signer",1
CREATE_ACCOUNT,255974,282950,333731,"removeRecoveryAddress[success] remove recovery address from account signer",2
ADD_RECOVERY_ADDRESS,254386,283744,332938,"removeRecoveryAddress[success] remove recovery address from account signer",3
REMOVE_RECOVERY_ADDRESS,260733,283744,339286,"removeRecoveryAddress[success] remove recovery address from account signer",4
INITIALIZE_CONFIG,556694,578116,655083,"addRecoveryAddress[success] remove recovery address from sub-account signer",1
CREATE_ACCOUNT,255974,282950,333731,"addRecoveryAddress[success] remove recovery address from sub-account signer",2
CREATE_SUB_ACCOUNT,268668,284537,348014,"addRecoveryAddress[success] remove recovery address from sub-account signer",3
